accreditation,category,duration,name,organization,reviews,score,subscription_type,subscription_value,weekly_study
False,Nature & Environment,3 weeks,Building Design: Material Selection for Healthier Communities,Parsons School of Design,,,€36/month,Part of ExpertTrack,3 hours
False,Business & Management,3 weeks,Budgeting: How to Prepare a Cash and Functional Budget,Kaplan,,,€36/month,Part of ExpertTrack,3 hours
False,Business & Management,1 week,Budgeting: Final Assessment,Kaplan,,,€36/month,Part of ExpertTrack,3 hours
False,Business & Management,3 weeks,"Budget Forecasting, Costing, and Variances",Kaplan,,,€36/month,Part of ExpertTrack,3 hours
False,Teaching,6 weeks,Best Practices for Culture and Heritage Education in Aotearoa New Zealand,Museum of New Zealand Te Papa Tongarewa,,,€23.99/month,Unlimited subscription,3 hours
False,Business & Management,2 weeks,Becoming a Charity Board Member: What You Should Know,Australian Charities and Not-for-profits Commission,12,4.9 ,Free,Digital upgrade,1 hour
False,IT & Computer Science,2 weeks,Agile Project Management with Jira for Beginners,Packt,,,€74,Premium course,2 hours
False,Healthcare & Medicine,3 weeks,Academic Writing for Healthcare Students in Higher Education,"St George's, University of London",,,€23.99/month,Unlimited subscription,3 hours
False,Business & Management,2 weeks,A Beginner’s Guide to Scrum Project Management,Packt,,,€79,Premium course,2 hours
False,IT & Computer Science,2 weeks,A Beginner’s Guide to Docker,Packt,,,€79,Premium course,3 hours
False,IT & Computer Science,3 weeks,Advanced Skills in Version Control with Git and GitHub,Packt,,,€79,Premium course,2 hours
False,Healthcare & Medicine,4 weeks,Sweet Tooth: Understanding Sugar and the Body with BBC Good Food,BBC Good Food,,,€23.99/month,Unlimited subscription,4 hours
False,Creative Arts & Media,3 weeks,A Beginner’s Guide to Fashion Design,Bloomsbury Publishing,,,€74,Premium course,2 hours
False,Creative Arts & Media,2 weeks,Fashion and the Climate Crisis: An Introduction to Sustainability,The Sustainable Angle,5,4.6 ,€23.99/month,Unlimited subscription,3 hours
False,Politics & Society,2 weeks,Engaging in Activism for Social Change in Tech,UAL Creative Computing Institute,,,€23.99/month,Unlimited subscription,4 hours
False,Business & Management,2 weeks,External Conduct Standards for Charities,Australian Charities and Not-for-profits Commission,,,Free,Digital upgrade,1 hour
False,Creative Arts & Media,4 weeks,Fashion and the Global Supply Chain,Bloomsbury Publishing,,,€79,Premium course,2 hours
False,Language,3 weeks,Develop Your Academic Vocabulary for Study,EduMaxi,,,€14,Premium course,5 hours
False,Business & Management,4 weeks,Emotional Intelligence in Practice,FutureLearn,46,4.7 ,€74,Premium course,3 hours
False,IT & Computer Science,2 weeks,Cyber Security Awareness and Solutions,Packt,,,€79,Premium course,2 hours
False,Business & Management,4 weeks,Critical and Strategic Thinking in Practice,FutureLearn,22,4.8 ,€79,Premium course,2 hours
False,Creative Arts & Media,3 weeks,Consumers and Ethical Considerations in the Fashion Industry,Bloomsbury Publishing,,,€79,Premium course,2 hours
False,Business & Management,3 weeks,Copywriting Fundamentals,Chartered Institute of Marketing,,,€79,Premium course,3 hours
False,Nature & Environment,4 weeks,Global Inequalities and the Just Transition,The University of Warwick,,,€23.99/month,Unlimited subscription,4 hours
False,IT & Computer Science,3 weeks,Computer Science Essentials: Data Structures,Packt,,,€79,Premium course,3 hours
False,IT & Computer Science,4 weeks,Computer Science Essentials: Algorithms,Packt,,,€79,Premium course,3 hours
False,Healthcare & Medicine,4 weeks,Introduction to Social Care: Working in Social Care,The Open University,,,€36/month,Part of ExpertTrack,4 hours
False,Healthcare & Medicine,4 weeks,Introduction to Social Care: Understanding Informal Care,The Open University,,,€36/month,Part of ExpertTrack,4 hours
False,Healthcare & Medicine,4 weeks,Introduction to Social Care: What is Social Care?,The Open University,,,€36/month,Part of ExpertTrack,4 hours
False,Business & Management,4 weeks,Essential Applications for Agile Scrum Project Management,Packt,,,€79,Premium course,4 hours
False,Creative Arts & Media,4 weeks,Introduction to Photography Basics,British Academy of Photography,35,4.4 ,€23.99/month,Unlimited subscription,2 hours
False,Business & Management,2 weeks,How to Become an ACNC Registered Charity,Australian Charities and Not-for-profits Commission,5,5.0 ,Free,Digital upgrade,1 hour
False,Language,8 weeks,Introduction to Comparative Indo-European Linguistics,Leiden University,20,4.7 ,€23.99/month,Unlimited subscription,4 hours
False,Creative Arts & Media,3 weeks,Introduction to Careers in Fashion Design,Bloomsbury Publishing,,,€79,Premium course,2 hours
False,Business & Management,3 weeks,Introduction to Big Data Analytics with Hadoop,Packt,,,€74,Premium course,2 hours
False,IT & Computer Science,3 weeks,Interview Preparation for Java Developers,Packt,,,€79,Premium course,2 hours
False,IT & Computer Science,2 weeks,Introduction to 5G and Wireless Mobile Communications,Packt,,,€79,Premium course,2 hours
False,Business & Management,3 weeks,Introduction to Business Budgeting,Kaplan,,,€36/month,Part of ExpertTrack,3 hours
False,Nature & Environment,4 weeks,How to Address Global Challenges Through Multidisciplinary Research,University of Southampton,,,€23.99/month,Unlimited subscription,2 hours
False,Business & Management,2 weeks,Climate Intelligence: Using Climate Data to Improve Business Decision-Making,University of Reading,,,€23.99/month,Unlimited subscription,3 hours
False,Business & Management,2 weeks,Governance Standards Part A: Introduction and Governance Standards 1-3,Australian Charities and Not-for-profits Commission,10,4.9 ,Free,Digital upgrade,1 hour
False,Business & Management,2 weeks,Governing a Registered Charity in Australia,Australian Charities and Not-for-profits Commission,8,4.4 ,Free,Digital upgrade,1 hour
False,Nature & Environment,3 weeks,Healthier Building Materials and Human Health,Parsons School of Design,,,€36/month,Part of ExpertTrack,3 hours
False,Creative Arts & Media,4 weeks,Business and Workplace Ethics in the Fashion Industry,Bloomsbury Publishing,,,€79,Premium course,2 hours
False,Business & Management,2 weeks,Governance Standards Part B: Governance Standards 4-6 and How to Wind Up a Charity,Australian Charities and Not-for-profits Commission,,,Free,Digital upgrade,1 hour
True,Literature,4 weeks,The Power of Picturebooks,The University of Waikato,64,4.7 ,€23.99/month,Unlimited subscription,2 hours
True,Nature & Environment,4 weeks,A Beginner's Guide to Environmental Science: Wicked Problems and Possible Solutions,Central Queensland University,34,4.5 ,€23.99/month,Unlimited subscription,4 hours
True,Healthcare & Medicine,3 weeks,Transporting Children with Disabilities and Medical Conditions,Mobility and Accessibility for Children in Australia Ltd (MACA),,,€644,Premium course,3 hours
False,IT & Computer Science,4 weeks,User Management in Salesforce,NextWork,,,€14,Premium course,3 hours
False,Healthcare & Medicine,3 weeks,The Resistant Mosquito: Staying Ahead of the Game in the Fight against Malaria,University of Basel,15,4.6 ,€23.99/month,Unlimited subscription,2 hours
False,IT & Computer Science,3 weeks,Version Control Essentials: Git and GitHub,Packt,,,€79,Premium course,2 hours
False,Business & Management,2 weeks,The ACNC: How We Help You,Australian Charities and Not-for-profits Commission,,,Free,Digital upgrade,1 hour
True,Psychology & Mental Health,4 weeks,Understanding ADHD: Current Research and Practice,King's College London,1933,4.7 ,€23.99/month,Unlimited subscription,2 hours
False,IT & Computer Science,2 weeks,A Beginner's Guide to C# and .NET,Packt,,,€79,Premium course,2 hours
False,Business & Management,2 weeks,Reporting Obligations of Your Charity Part A: Overview and Basic Financial Skills,Australian Charities and Not-for-profits Commission,8,4.6 ,Free,Digital upgrade,1 hour
False,Creative Arts & Media,2 weeks,Sales and Advertising Ethics in the Fashion Industry,Bloomsbury Publishing,,,€79,Premium course,2 hours
False,Politics & Society,3 weeks,Protect the Protest: Using Our Rights to Freedom of Assembly and Expression,Amnesty International UK,8,4.3 ,€23.99/month,Unlimited subscription,1 hour
False,Creative Arts & Media,4 weeks,Manufacture and Design Ethics in the Fashion Industry,Bloomsbury Publishing,,,€79,Premium course,2 hours
False,Teaching,4 weeks,Teaching Digital Literacy: Videogames in Education,The University of Sheffield,,,€23.99/month,Unlimited subscription,3 hours
False,"Science, Engineering & Maths",2 weeks,Data Science Projects and Applications,Packt,,,€79,Premium course,2 hours
False,Healthcare & Medicine,4 weeks,Taking Control of Your Hip and Knee Osteoarthritis,The University of Melbourne ,22,4.8 ,€23.99/month,Unlimited subscription,1 hour
False,Business & Management,2 weeks,Creativity and Innovation: Their Role in Becoming an Entrepreneur,Coventry University,,,€23.99/month,Unlimited subscription,5 hours
False,Business & Management,4 weeks,Culturepreneurship: How to Start a Creative Business,Kingston University,,,€23.99/month,Unlimited subscription,4 hours
False,IT & Computer Science,1 week,Cloud Computing for Beginners,Packt,,,€79,Premium course,2 hours
False,Business & Management,2 weeks,Business Management and Leadership,The University of Kent,5,4.2 ,€23.99/month,Unlimited subscription,5 hours
False,Business & Management,2 weeks,Competitor Analysis: From Business Level Strategy to Organisational Structures,Coventry University,,,€23.99/month,Unlimited subscription,5 hours
False,Business & Management,4 weeks,Business Planning to Grow Successful Companies,The University of Kent,,,€23.99/month,Unlimited subscription,5 hours
False,Business & Management,2 weeks,Break-Even Analysis Unlocked: How to Understand the Profit and Loss Statement,Coventry University,,,€23.99/month,Unlimited subscription,5 hours
False,IT & Computer Science,3 weeks,CCNA: Computer Networking Essentials,Packt,,,€79,Premium course,3 hours
False,Psychology & Mental Health,4 weeks,Attention and Autism,University of Birmingham,7,4.9 ,€23.99/month,Unlimited subscription,4 hours
False,Business & Management,2 weeks,International Leadership: Politics and Philosophy in Leadership,Coventry University,,,€23.99/month,Unlimited subscription,5 hours
False,Business & Management,2 weeks,International Leadership: Managing Culture as Leaders,Coventry University,,,€23.99/month,Unlimited subscription,5 hours
False,Business & Management,2 weeks,International Leadership: Ethical Leadership and Decision-Making,Coventry University,,,€23.99/month,Unlimited subscription,5 hours
False,Business & Management,2 weeks,Internal Analysis of a Company: From Value Chain to SWOT Analysis,Coventry University,,,€23.99/month,Unlimited subscription,5 hours
False,Business & Management,2 weeks,Implementing Your Business Ideas: From Risk Identification to SWOT Analysis,Coventry University,,,€23.99/month,Unlimited subscription,5 hours
False,Law,4 weeks,"Human Rights, Ways of Life, and the Future",The University of Kent,,,€23.99/month,Unlimited subscription,4 hours
False,Business & Management,2 weeks,How to Master Financial Statements: Financial Ratio Analysis and Interpretation,Coventry University,,,€23.99/month,Unlimited subscription,5 hours
False,Language,6 weeks,How to Pass IELTS: Writing,Sentinel|9,,,€74,Premium course,2 hours
False,IT & Computer Science,5 weeks,How to Program in C++,Packt,,,€79,Premium course,4 hours
False,Business & Management,2 weeks,How to Make Better Capital Investment Decisions and Recognise Investment Opportunities,Coventry University,,,€23.99/month,Unlimited subscription,5 hours
False,IT & Computer Science,3 weeks,How to Become a Java Developer,Packt,,,€79,Premium course,3 hours
False,Business & Management,2 weeks,Green Innovation and Business Ethics: The Future of Entrepreneurship,Coventry University,,,€23.99/month,Unlimited subscription,5 hours
False,Law,4 weeks,How Well Does International Human Rights Law Serve Marginalised People?,The University of Kent,,,€23.99/month,Unlimited subscription,4 hours
False,Business & Management,2 weeks,Financial Statements Unlocked: How to Understand Corporate Finance and Financial Management,Coventry University,,,€23.99/month,Unlimited subscription,5 hours
False,Business & Management,4 weeks,The Goldie Hawn Foundation: Mindful Leadership,Ducere Global Business School,14,4.5 ,€23.99/month,Unlimited subscription,1 hour
False,Business & Management,2 weeks,Success and Failure in Entrepreneurship: Discover the Key to Business Success,Coventry University,,,€23.99/month,Unlimited subscription,5 hours
False,Business & Management,2 weeks,Strategic Planning: Target Markets and Business Decision-Making,Coventry University,,,€23.99/month,Unlimited subscription,5 hours
False,Creative Arts & Media,6 weeks,"Preparing for a Practice-based PhD in Fine Art, Design, and Film",Lucerne University of Applied Sciences and Arts,,,€23.99/month,Unlimited subscription,2 hours
False,IT & Computer Science,3 weeks,Selenium Automation Testing for Web Applications,Packt,,,€79,Premium course,2 hours
False,IT & Computer Science,3 weeks,Mobile and Web Testing with Selenium WebDriver and Java,Packt,,,€79,Premium course,2 hours
False,Business & Management,2 weeks,Strategic Goals: How to Master Corporate Strategy,Coventry University,,,€23.99/month,Unlimited subscription,5 hours
False,IT & Computer Science,2 weeks,Linux Operating System Essentials,Packt,,,€79,Premium course,3 hours
False,Business & Management,2 weeks,International Marketing: Product Adaptation vs Standardisation,Coventry University,,,€23.99/month,Unlimited subscription,5 hours
False,Business & Management,2 weeks,International Marketing: Challenges and Opportunities,Coventry University,,,€23.99/month,Unlimited subscription,5 hours
False,Business & Management,2 weeks,International Marketing: Definition and Strategy,Coventry University,,,€23.99/month,Unlimited subscription,5 hours
False,IT & Computer Science,3 weeks,Introduction to Networking Basics with CCNA,Packt,,,€79,Premium course,3 hours
False,Business & Management,2 weeks,International Marketing: Cultural Factors,Coventry University,,,€23.99/month,Unlimited subscription,5 hours
